original	target	ner_tag
愿得蕃落骑数百益以禁兵羁贼首致阙下帝壮其言遂除宣徽南院使宣抚荆湖南北路经制广南盗贼事置酒垂拱殿以遣之	愿得蕃落骑数百，益以禁兵，羁贼首致阙下。帝壮其言，遂除宣徽南院使、宣抚荆湖南北路、经制广南盗贼事，置酒垂拱殿以遣之。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
嘉靖二年四月以灾异偕六科诸臣上疏曰昔成汤以六事自责曰政不节欤	嘉靖二年四月，以灾异，偕六科诸臣上疏曰：昔成汤以六事自责曰：政不节欤？	[13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 9]
此言虚也	此言虚也。	[13, 13, 13, 0]
崇焕遂乞终制不许	崇焕遂乞终制，不许。	[13, 13, 13, 13, 13, 2, 13, 0]
庄宗时得故唐内人景姹言当彦威等弑昭宗时诸王宗属数百人皆遇害而同为一坑瘗于龙兴寺北请合为一冢而改葬之	庄宗时，得故唐内人景姹，言当彦威等弑昭宗时，诸王宗属数百人皆遇害，而同为一坑，瘗于龙兴寺北，请合为一冢而改葬之。	[13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
永明元年有司奏贵妃淑妃并加金章紫绶佩于窴玉	永明元年，有司奏贵妃、淑妃并加金章紫绶，佩于窴玉。	[13, 13, 13, 2, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
侯景以其妹爲小妻呼还待之甚厚以爲库真都督	侯景以其妹爲小妻，呼还待之甚厚，以爲库真都督。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
易定沧赵皆大夫之故地也不如先取之	易、定、沧、赵，皆大夫之故地也，不如先取之。	[8, 8, 8, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
初时者魏数年东乡攻尽陶卫数年西乡以失其国此非丰隆五行太一王相摄提六神五括天河殷抢岁星非数年在西也又非天缺弧逆刑星荧惑奎台非数年在东也	初时者，魏数年东乡攻尽陶、卫，数年西乡以失其国，此非丰隆、五行、太一、王相、摄提、六神、五括、天河、殷抢、岁星非数年在西也，又非天缺、弧逆、刑星、荧惑、奎台非数年在东也。	[13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 8, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 8, 13, 8, 13, 8, 13, 8, 13, 8, 13, 8, 13, 8, 13, 8, 13, 8, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 8, 13, 8, 13, 8, 13, 8, 13, 13, 13, 13, 13, 13, 13, 0]
三月袁术杀杨州刺史陈温据淮南	三月，袁术杀杨州刺史陈温，据淮南。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 0]
戊午罢成都府路隔槽酒务监官七十一员令民承买	戊午，罢成都府路隔槽酒务监官七十一员，令民承买。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
及侯景篡逆乐师分散其四舞三调悉度伪齐	及侯景篡逆，乐师分散，其四舞三调，悉度伪齐。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
夷道县有釜濑其石大者如釜小者如斗形色乱真唯实中耳	夷道县有釜濑，其石大者如釜，小者如斗，形色乱真，唯实中耳。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
丁丑以旱命京城诸司疏理系囚	丁丑，以旱命京城诸司疏理系囚。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
全忠遣河阳留后硃崇节将兵入潞州权知留后	全忠遣河阳留后硃崇节将兵入潞州，权知留后。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
震行至城西几阳亭乃慷慨谓其诸子门人曰死者士之常分	震行至城西几阳亭，乃慷慨谓其诸子门人曰：死者士之常分。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 0]
甲午百官朝者什无一二	甲午，百官朝者什无一二。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
王宗绾自河池两当进兵会王宗瑶攻凤州癸未克之	王宗绾自河池、两当进兵，会王宗瑶攻凤州，癸未，克之。	[13, 13, 13, 13, 13, 8, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 2, 13, 0]
於是聚族不能识遂同棺葬之	於是聚族不能识，遂同棺葬之。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
后逢医禁之乃绝	后逢医禁之，乃绝。	[13, 13, 13, 13, 2, 13, 0]
进封安昌亭侯	进封安昌亭侯。	[13, 13, 13, 13, 13, 0]
魏主欲伐晋阳辛卯下诏戒严云欲自将伐梁	魏主欲伐晋阳，辛卯，下诏戒严，云欲自将伐梁。	[13, 13, 13, 13, 13, 2, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
初会稽潘夫人有宠于吴主生少子亮吴主爱之	初，会稽潘夫人有宠于吴主，生少子亮，吴主爱之。	[2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
建武二年卒官年七十七	建武二年，卒官，年七十七。	[13, 13, 13, 2, 13, 2, 13, 13, 13, 0]
茂言尝客于卜年河间署中三月与言谋叛因挟其二仆往通李永芳	茂言尝客于卜年河间署中三月，与言谋叛，因挟其二仆往通李永芳。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
方大观政和间时名甚著多以忠直许之盖其作相适承蔡京之后京弄国为奸天下共疾小变其政便足以致誉饥者易为食故蒙贤者之名靖康初政遂与司马公范文正同被褒曲	方大观、政和间，时名甚著，多以忠直许之，盖其作相适承蔡京之后，京弄国为奸，天下共疾，小变其政，便足以致誉，饥者易为食，故蒙贤者之名，靖康初政，遂与司马公、范文正同被褒曲。	[13, 13, 8, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 0]
六月丙寅立皇后赵氏大赦天下	六月，丙寅，立皇后赵氏，大赦天下。	[13, 2, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
及长袭爵广宗公起家左千牛	及长，袭爵广宗公，起家左千牛。	[13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
癸巳至自咸阳	癸巳，至自咸阳。	[13, 2, 13, 13, 13, 0]
加以淫刑妄逞毒赋繁兴齐鲁轸殄悴之哀幽并启来苏之望	加以淫刑妄逞，毒赋繁兴，齐、鲁轸殄悴之哀，幽、并启来苏之望。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 8, 13, 13, 13, 13, 13, 2, 8, 13, 13, 13, 13, 13, 0]
又奏令按察司总各路钱谷择干济者用之其刑名事上御史台钱谷由部申省	又奏令按察司总各路钱谷，择干济者用之，其刑名事上御史台，钱谷由部申省。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
孝文后七年薨无子国除	孝文后七年薨，无子，国除。	[13, 13, 13, 13, 13, 2, 13, 2, 13, 0]
人之所瞻不可忽也	人之所瞻，不可忽也。	[13, 13, 13, 2, 13, 13, 13, 0]
冬十月戊午皇信堂成	冬十月戊午，皇信堂成。	[13, 13, 13, 13, 2, 13, 13, 13, 0]
帝既即位大臣以为赦不可频行翀曰今上以圣子神孙入继大统当新天下耳目	帝既即位，大臣以为赦不可频行，翀曰：今上以圣子神孙，入继大统，当新天下耳目。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 3, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
然执法过严侥幸者多不悦以是屡遭诬谤	然执法过严，侥幸者多不悦，以是屡遭诬谤。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
明日恽上书谏曰昔文王不敢槃于游田以万人惟忧	明日，恽上书谏曰：昔文王不敢槃于游田，以万人惟忧。	[13, 2, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
五属大夫皆以行车朝出朝不敢就舍遂行至都之日	五属大夫，皆以行车朝，出朝不敢就舍，遂行至都之日。	[13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
黄闵沅川记云其中岩有棺木遥望可长十余丈谓鬼葬之墟	黄闵《沅川记》云，其中岩有棺木，遥望可长十余丈，谓鬼葬之墟。	[13, 10, 13, 13, 11, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
上遣沙门慧琳视之义康曰弟子有还理不	上遣沙门慧琳视之，义康曰：弟子有还理不？	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 3, 13, 13, 13, 13, 13, 9]
马融设绛帐前授生徒后列女乐孔子居杏坛贤人七十弟子三千	马融设绛帐，前授生徒，后列女乐；孔子居杏坛，贤人七十，弟子三千。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 1, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
大王至又皆坑之百姓岂有所归心哉	大王至，又皆坑之，百姓岂有所归心哉！	[13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 12]
又东径汉太上皇陵北陵在南原上沮水东注郑渠	又东径汉太上皇陵北，陵在南原上，沮水东注郑渠。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
高祖尝言及作相时事因愍安兄弟灭亲奉国乃下诏曰先王立教以义断恩割亲爱之情尽事君之道用能弘奖大节体此至公	高祖尝言及作相时事，因愍安兄弟灭亲奉国，乃下诏曰：先王立教，以义断恩，割亲爱之情，尽事君之道，用能弘奖大节，体此至公。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
使为离骚传旦受诏日食时上	使为《离骚传》，旦受诏，日食时上。	[13, 10, 13, 13, 11, 13, 13, 2, 13, 13, 13, 0]
永昌苑牧马自此始	永昌苑牧马自此始。	[13, 13, 13, 13, 13, 13, 13, 0]
初官军未入之间牧犍使人斫开府库取金银珠玉及珍奇器物不更封闭	初，官军未入之间，牧犍使人斫开府库，取金银珠玉及珍奇器物，不更封闭。	[2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
魏韩赵伐楚至桑丘郑围韩阳翟韩景侯薨子烈侯取立	魏、韩、赵伐楚，至桑丘。郑围韩阳翟。韩景侯薨，子烈侯取立。	[8, 8, 13, 13, 2, 13, 13, 0, 13, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 13, 0]
御史台臣奏按察司设果有罪不应因事而告宜待文焕等事决方听其诉	御史台臣奏：按察司设果有罪，不应因事而告，宜待文焕等事决，方听其诉。	[13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
从幸建康兼直学士院	从幸建康，兼直学士院。	[13, 13, 13, 2, 13, 13, 13, 13, 0]
文吏以事胜以忠负儒生以节优以职劣	文吏以事胜，以忠负；儒生以节优，以职劣。	[13, 13, 13, 13, 2, 13, 13, 1, 13, 13, 13, 13, 2, 13, 13, 0]
有是四端而自谓不能者自贼者也谓其君不能者贼其君者也	有是四端而自谓不能者，自贼者也；谓其君不能者，贼其君者也。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 1, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
主圣则臣直惟陛下优容之	主圣则臣直，惟陛下优容之。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
凡宰祭与郁人受斝历而皆饮之	凡宰祭、与郁人受斝历而皆饮之。	[13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
入朝闻密旨置二人死宗周愕然谓众曰今日当空署争必改发刑部始已	入朝，闻密旨置二人死。宗周愕然谓众曰：今日当空署争，必改发刑部始已。	[13, 2, 13, 13, 13, 13, 13, 13, 0, 13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
山闟谷汉水所出东至入延	山闟谷，汉水所出，东至入延。	[13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
然路必穷极西腋后乃东转出	然路必穷极西腋，后乃东转出。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
观今日之事殆非时贤所及必将经营分表疲民以逞既而材略疏短不能副心财殚力竭智勇俱困安得不忧及朝廷乎	观今日之事，殆非时贤所及，必将经营分表，疲民以逞；既而材略疏短，不能副心，财殚力竭，智勇俱困，安得不忧及朝廷乎！	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 1, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 12]
久之皇后宠亦益衰而后宫多新爱	久之，皇后宠亦益衰，而后宫多新爱。	[13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
州县与猛安事干涉者无相党匿庶几军民协和盗贼弭息	州县与猛安事干涉者无相党匿，庶几军民协和，盗贼弭息。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
径求次月加交差即得	径求次月，加交差即得。	[13, 13, 13, 2, 13, 13, 13, 13, 0]
休征后又以箴上之帝方翦削诸弟甚悦其文	休征后又以箴上之，帝方翦削诸弟，甚悦其文。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
今绝牛头维无反道则我之禽也	今绝牛头，维无反道，则我之禽也。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
今公卿大夫或不信阴阳薄而小之所奏请多违时政	今公卿大夫或不信阴阳，薄而小之，所奏请多违时政。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
太宗闵之录其二子杲性虚诞与人交好面誉背非惟与柳开善更相引重始终无间不善治生家益贫杲端坐终日不知计所出人皆笑之	太宗闵之，录其二子。杲性虚诞，与人交，好面誉背非，惟与柳开善，更相引重，始终无间。不善治生，家益贫，杲端坐终日，不知计所出，人皆笑之。	[13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
寺为无量讲师复建右有幽溪溪侧诸胜曰圆通洞松风阁灵响岩	寺为无量讲师复建，右有幽溪。溪侧诸胜曰圆通洞、松风阁、灵响岩。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 13, 13, 13, 13, 8, 13, 13, 8, 13, 13, 0]
十二月齐侯田于沛招虞人以弓不进	十二月，齐侯田于沛，招虞人以弓，不进。	[13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 0]
帝泫然涕下而内制於后卒不敢谒西宫	帝泫然涕下，而内制於后，卒不敢谒西宫。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
弘子度嗣爵後为山阳太守坐法失侯	弘子度嗣爵，後为山阳太守，坐法失侯。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
人咸异之	人咸异之。	[13, 13, 13, 0]
进位太傅增班剑为三十人本官如故	进位太傅，增班剑为三十人，本官如故。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
被摄之日郡人皆泣而随之迭相吊慰	被摄之日，郡人皆泣而随之，迭相吊慰。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
近则期月可就远也三年有成正本蕴之麟阁副贰藏之名山	近则期月可就，远也三年有成。正本蕴之麟阁，副贰藏之名山。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
从村后东南循峡上岭数里自金鸡村逾岭东下通大寨瓦渡之路也从村后直东上木鼓西南峰二十里有新建宝顶寺	从村后东南循峡上岭数里，自金鸡村逾岭东下，通大寨、瓦渡之路也；从村后直东，上木鼓西南峰，二十里，有新建宝顶寺。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 8, 13, 13, 13, 13, 1, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 13, 0]
○宁宗一宁宗法天备道纯德茂功仁文哲武圣睿恭孝皇帝讳扩光宗第二子也母曰慈懿皇后李氏	○宁宗一宁宗法天备道纯德茂功仁文哲武圣睿恭孝皇帝，讳扩，光宗第二子也，母曰慈懿皇后李氏。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
由冈上又西北二里有两三家在北阜下为乾照村炊汤饭于其栏	由冈上又西北二里，有两三家在北阜下，为乾照村，炊汤饭于其栏。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
天子居玄堂右个成玄辂驾铁骊载玄畤衣黑衣服玄玉食黍与彘其器宏以掩命	天子居玄堂右个，成玄辂，驾铁骊，载玄畤，衣黑衣，服玄玉，食黍与彘，其器宏，以掩命。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 2, 13, 13, 2, 13, 13, 2, 13, 13, 2, 13, 13, 13, 2, 13, 13, 2, 13, 13, 0]
南诏王阁罗凤遣使谢罪请还所俘掠城云南而去且曰今吐蕃大兵压境若不许我我将归命吐蕃云南非唐有也	南诏王阁罗凤遣使谢罪，请还所俘掠，城云南而去，且曰：今吐蕃大兵压境，若不许我，我将归命吐蕃，云南非唐有也。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 3, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
行密召神福以讨頵頵遣其将王坛逆之又遣神福书以其妻子招之	行密召神福以讨頵，頵遣其将王坛逆之，又遣神福书，以其妻子招之。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
且欲多开入海之路令高宝诸湖之水皆东而后周家桥武家墩之水可注	且欲多开入海之路，令高、宝诸湖之水皆东，而后周家桥、武家墩之水可注。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 8, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 0]
绛灌等或谗平曰平虽美丈夫如冠玉耳其中未必有也	绛、灌等或谗平曰：平虽美丈夫，如冠玉耳，其中未必有也。	[8, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
仕慕容垂为吏部郎尚书左丞高阳内史所历著称	仕慕容垂，为吏部郎、尚书左丞、高阳内史，所历著称。	[13, 13, 13, 2, 13, 13, 13, 8, 13, 13, 13, 8, 13, 13, 13, 2, 13, 13, 13, 0]
从刘沔石雄破回鹘于天德有士二千人未尝战欲冒赏赐逢不与	从刘沔、石雄破回鹘于天德，有士二千人未尝战，欲冒赏赐，逢不与。	[13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 0]
而厚积财产一无馈遗虽至亲密友贫病困笃亦绝于拯济朝野物论甚鄙之	而厚积财产，一无馈遗，虽至亲密友贫病困笃，亦绝于拯济，朝野物论甚鄙之。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
寻祖洲不返后不知所之	寻祖洲不返，后不知所之。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
荆州剌史郭贺官有殊政上赐以三公之服黼黻冕旒敕行部去襜帷使百姓见其容服以章有德戊辰还自章陵	荆州剌史郭贺，官有殊政，上赐以三公之服，黼黻，冕旒；敕行部去襜帷，使百姓见其容服，以章有德，戊辰，还自章陵。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 2, 13, 1, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 2, 13, 13, 13, 0]
二年四月全以粮少为词遣海舟自苏州洋入平江嘉兴告籴实欲习海道觇畿甸也	二年四月，全以粮少为词，遣海舟自苏州洋入平江、嘉兴告籴，实欲习海道，觇畿甸也。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
通直散骑常侍刘芳缵之族弟也与给事黄门侍郎太原郭祚皆以文学为帝所亲礼多引与讲论及密议政事大臣贵戚皆以为疏己怏怏有不平之色	通直散骑常侍刘芳，缵之族弟也，与给事黄门侍郎太原郭祚，皆以文学为帝所亲礼，多引与讲论及密议政事；大臣贵戚皆以为疏己，怏怏有不平之色。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
